Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Order,Product Image,Multi Image,Brand,List,Pros,Cons,Material,Softness,Price,Breathability,Thread count,Durability,Customer reviews,Size options,Care instructions,Color/pattern options,Weave type,Hypoallergenic properties,Eco friendliness,Warranty/return policy,Brand reputation,Total score,Popularity (sub score),Brand Reputation (sub score),Overall Value (sub score),Luxury (sub score),is_amazon,Description,promotion_code,promotion,exact_price,Affiliate url (web),Amazon affiliate url,Size,Amazon Affiliate url - mobile,Amazon Affiliate url - desktop,URL sanity,affiliation check
Luxury 100% Linen King Bed Sheets,luxury-100-linen-king-bed-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,6762afb3d7fb5b2cf5ae6dce,FALSE,FALSE,Wed Dec 18 2024 11:19:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 11:19:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 11:19:15 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762acaea52b7a6ea2c851cb_81PH7NelJjL._AC_SL1500_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762acb961ef1306844891c0_919rVkjIkiL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762acbf53a3250f28fe693c_81ZmpSQeAjL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762acc46fb09e02fa62aad7_81sFXYbsXHL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762accaafef3059e9dac2c8_91ngAfJgakL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762aca4c5765dca89e664fc_81fiW7o7o9L._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762acd9c5765dca89e6ad3b_81b2DwRifVL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6762ace06ab5e3abfa428dc7_81QFYcpereL._AC_SL1500_.jpg,bare-home-us,best-on-amazon; linen,"Luxury, Natural, Easy fit","Quality may vary, potential for pilling over time",Linen,Medium,$100-$175,Very Good,Not specified,Moderate,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King, Split King, Split Cal king","Machine wash cold, gentle cycle, Tumble dry low, Do not bleach, Warm iron if needed.",5,Not specified,YES,High,30-day return policy,Average,8.6,9,8,8,9,FALSE,Lightweight Linen Sheets All Natural And Breathable,,,130,,,Queen,https://amazon.com/dp/B0B1G3945W?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_Tb1d28fRca4mmQEf1w&aa_adgroupid=lv_J5mFLOkDAi2JaD32Cq&aa_creativeid=lv_heFmTc6bj63mafrIWU&m=A3UBXJ2R9SZ9Z4,https://amazon.com/dp/B0B1G3945W?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_Tb1d28fRca4mmQEf1w&aa_adgroupid=lv_IQGqkIijRcjAl02eH1&aa_creativeid=lv_VN5JK56gLVsQ9WTaic&m=A3UBXJ2R9SZ9Z4,$210.21,good
Luxury 1800 Ultra-Soft Microfiber Full Bed Sheets,luxury-1800-ultra-soft-microfiber-full-bed-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,674859c82f4d7533e1f92704,TRUE,TRUE,Thu Nov 28 2024 11:53:44 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 15:15:58 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 15:15:58 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748566cc7bf0ad8d25ca629_71OjOhhJ9yL._AC_SX679_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674856604e7dc1a7e80c0735_81SSodR0tZL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485662194d4796443ce2e8_91pCDOpn44L._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485664e91f5e1fc6c769d3_81AEFXZ4pgL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485666c82ff0b0f627a3f8_81mkQYuKVKL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674856679482fbc9ba495736_91StlmIn4CL._AC_SX679_.jpg,bare-home-us,best-on-amazon; soft,"Affordable, easy care, wide color selection","Quality may vary, potential durability issues",Microfiber,Very High,$29-$54,Good,1800,Moderate,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King, Split King, Split Cal king, Split Flex king",Machine washable,35,Not specified,Not specified,Low to Moderate,30-day return policy,Average,8,7,7,8,5,FALSE,Affordable microfiber sheets with easy care,,,31,,https://amazon.com/dp/B01FGBAEPI?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_6n1C5C2votXVWU2LPS&aa_adgroupid=lv_FUjheZk8hX1mInajYM&aa_creativeid=lv_sV26RbZYZtERluU70Q&m=A3UBXJ2R9SZ9Z4,Full,https://amazon.com/dp/B01FGBAEPI?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_6n1C5C2votXVWU2LPS&aa_adgroupid=lv_vW7r9E6bm9wTsOnhgT&aa_creativeid=lv_QZmpQqBEkWkiuwTHQw&m=A3UBXJ2R9SZ9Z4,https://amazon.com/dp/B01FGBAEPI?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_6n1C5C2votXVWU2LPS&aa_adgroupid=lv_fln9z7559xmsg1xN27&aa_creativeid=lv_vAphe2AL1zOkqAHNQb&m=A3UBXJ2R9SZ9Z4,,
Luxury Bamboo Bed Sheet Set,luxury-bamboo-bed-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2c8f94f26bd3a0b498,TRUE,TRUE,Tue Jul 16 2024 11:44:44 GMT+0000 (Coordinated Universal Time),Wed Dec 25 2024 09:08:44 GMT+0000 (Coordinated Universal Time),Wed Dec 25 2024 09:08:44 GMT+0000 (Coordinated Universal Time),8,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b481cb809aa16c2001_66b1e04bc132400029d0210a_66a9e71426da64e4c39275aa_66a294cdcad09f58ee22283f_222%25252520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b481cb809aa16c1ff1_66b1e04bc132400029d0210e_66a9e71426da64e4c39275bb_669e45b867d02f5e8298edce_Frame%2525252069083.png,cosy-house-collection,bamboo; soft,"Affordable, soft, variety of options","Higher price point, May wrinkle",Bamboo-derived,High,$69.95-$109.95,Very Good,Not specified,Moderate,4.3/5,"Twin, Full, Queen, King, Cal King, Split King","Machine wash cold, tumble dry low",15,Not specified,Yes,Moderate,90-day return policy,Good,7.2,7,7.5,8,6,TRUE,Soft bamboo sheets with variety of options,,,46,,https://www.amazon.com/Cosy-House-Collection-Luxury-Bamboo/dp/B076WQD2Q8?th=1&linkCode=ll1&tag=aehp-20&linkId=bc9c8f1692aa4747ecf28fba5d915867&language=en_US&ref_=as_li_ss_tl,,,,,
Luxury Cotton Tencel Eucalyptus Bed Sheets,luxury-cotton-tencel-eucalyptus-bed-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,676af1f88e75e9b1f21f85bd,FALSE,FALSE,Tue Dec 24 2024 17:40:08 GMT+0000 (Coordinated Universal Time),Tue Dec 24 2024 17:40:08 GMT+0000 (Coordinated Universal Time),Tue Dec 24 2024 17:40:08 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676aef18406483ff3b3d2824_81qY-Zp4vKL._AC_SL1500_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676aef1d55c2173dce519c1f_91j3EpvDTRL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676aef2315a42adbd8ca3d05_81F2RxVAsjL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676aef295806a3309e04b872_81q3q83lA%2BL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676aef2fb77baa273064a449_81lUjC%2BdfOL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676aef33d45d1e30772947f4_717RJAD3iCL._AC_SL1500_.jpg,bedsure,best-on-amazon; best-premium,"Luxury, Breathable, Double Stitch","Potential shrinkage, Limited sizes","Cotton, Tencel Lyocell",High,$130-$170,Very Good,Not specified,High,4.5/5,"Full, Queen, King, Cal King","Machine wash cold, tumble dry low",17,Not specified,Not specified,Moderate,30-day return policy,Good,8.6,8,7,9,9,FALSE,Luxury Cotton Tencel Bed Sheet,HOMEPRINCIPLES,for 20% off,129,,https://amazon.com/dp/B0C7L1J2LC?maas=maas_adg_api_587949735981289087_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_TYLETsfDItQIWJ3796&aa_adgroupid=lv_NiA8BZx6petB7f5BjP&aa_creativeid=lv_bif7mRDsi1oxw9o8mv&m=A3LDROY0BE4ISH,King,,,,
Luxury Fitted Grounding Sheet,luxury-fitted-grounding-sheet,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,67374e333ccb42e0ce6ffb59,FALSE,TRUE,Fri Nov 15 2024 13:35:47 GMT+0000 (Coordinated Universal Time),Tue Dec 10 2024 11:40:57 GMT+0000 (Coordinated Universal Time),Tue Dec 10 2024 11:41:03 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046d6774c9d517230459_673d6fc79488c85959448657_GroundLuxe%2520Machine%2520Washable.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8c33fa872039d76aff_67374311e8d7a9a1acd1608c_91DVdNVorqL._AC_SX679_800x.jpeg,ground-luxe,grounding; best-premium; fitted,"Organic cotton, conductive silver fibers, includes grounding accessories","Expensive, limited color options, may require outlet testing","Cotton, Silver fiber",High,$139.9-$179.9,Very Good,400,Good,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King",Machine washable,3,Not specified,Yes,High,30-day return policy,Good,8.5,7,8,8,9,FALSE,Organic cotton grounding sheet with silver fibers includes accessories,HOME,for 10% off,180,https://groundluxe.com/products/groundluxe-organic-fitted-grounding-sheet?sca_ref=7374223.IHXsIVJmf9&utm_source=uppromote&utm_medium=affiliate&utm_campaign=affiliate-eden-amirav,,,,,,
Luxury Flat Grounding Sheet,luxury-flat-grounding-sheet,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,6737436444a2e41c07eabeff,FALSE,TRUE,Fri Nov 15 2024 12:49:40 GMT+0000 (Coordinated Universal Time),Tue Dec 10 2024 11:39:32 GMT+0000 (Coordinated Universal Time),Tue Dec 10 2024 11:41:03 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046d6774c9d517230459_673d6fc79488c85959448657_GroundLuxe%2520Machine%2520Washable.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8d5f61d0dafb6130be_673742f55e9f7f89cb247733_81hY1_SGJ3L._AC_SX679.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8d5f61d0dafb6130aa_673743003027a27a49c23abc_718Jl5eAjqL._AC_SX679.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8d5f61d0dafb6130c1_673743070a30119f9f748444_918KJ9iEfmL._AC_SX679.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8c33fa872039d76aff_67374311e8d7a9a1acd1608c_91DVdNVorqL._AC_SX679_800x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8d5f61d0dafb6130b6_6737432415fe1cbb0667f356_71XiOWN63RL._AC_SX679_800x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8d5f61d0dafb6130c5_673743337e5091d222dd87bb_71Wq0YtMeGL._AC_SX679_800x.jpeg,ground-luxe,grounding; cotton; bed-sheets,"Organic cotton, highly conductive silver fiber, comes with grounding cord","May take time to experience effects, high price","Cotton, Silver Fiber",High,$129.95-$169.95,Very Good,400,High,4.7/5,"Twin, Twin XL, Full, Queen, King, Cal king",Machine wash,3,Not specified,Yes,High,30-day return policy,Good,8.5,7,8,8,9,FALSE,Organic cotton grounding sheet with silver fiber,HOME,for 10% off,130,https://groundluxe.com/products/flat-twin-grounding-sheet-in-beige?sca_ref=7374223.IHXsIVJmf9&utm_source=uppromote&utm_medium=affiliate&utm_campaign=affiliate-eden-amirav,,,,,,
Luxury Queen Size Sheet Set,california-design-den-luxury-queen-size-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66a9e715a2a871357e5fa2e3,TRUE,TRUE,Wed Jul 31 2024 07:26:13 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:19:34 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:24:11 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804703a63febc2e4919e4_67409bed44acaaf747f8d7ad_81w5fgNpBZL._AC_SX679_.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804703a63febc2e4919fd_67409c10117a0a960312b7b1_81Krh%252BAeD9L._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804703a63febc2e4919f0_67409c17daf5b77f0ca5bc6b_71HSZIwcvPL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804703a63febc2e4919f9_67409c19fa325fe02cc209c3_81ZTuXsZNsL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804703a63febc2e4919df_67409c1b2f734bc3af6d7721_71Tra81hYpL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804703a63febc2e4919e7_67409c1dfa325fe02cc20cbf_71-LSM1GjML._AC_SX679_.jpeg,california-design-den,queen-size-on-amazon; cotton-on-amazon,"High quality, OEKO-TEX certified, deep pockets","May wrinkle easily, Limited color options",Cotton,High,$45-$55,Excellent,600,High,4.5/5,"Twin, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",30,Sateen,Yes,High,30-day return policy,Very good,8.2,8,8,8.5,8.5,TRUE,"High-quality cotton sheets, OEKO-TEX certified",,,70,,https://amazon.com/dp/B07QGW7XPR?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_FOR7KJVjZocafsZae6&aa_adgroupid=lv_kmtJnYi4CJhe0lx0mv&aa_creativeid=lv_oZf8sVveaIELUNMePv&m=AXT11B3W0G30N,,,,59,levana?
Luxury Sateen 100% Egyptian Cotton Bed Sheet Set - 1500 Thread Count,luxury-sateen-100-egyptian-cotton-bed-sheet-set---1500-thread-count,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,6763dd178be5c3a621dae4dd,FALSE,TRUE,Thu Dec 19 2024 08:45:11 GMT+0000 (Coordinated Universal Time),Wed Aug 06 2025 10:50:46 GMT+0000 (Coordinated Universal Time),Wed Aug 06 2025 10:50:46 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da63f5e0462783e84419_91LcH%2BcgwzL._AC_SL1500_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da6de46518a11c5ec252_81qeGiKaKXL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da74150f55ab2e0370c7_91sN%2Bi9MSwL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da780c2fd7ecb1018413_91lvK-cw0QL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da7dedf72164f587ca3f_81amBTK7OEL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da837aba0414ef8c6dac_91xelalcWiL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da899bb21afccf06c600_81DRAL2FNRL._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da8f9bb21afccf06c9b8_91AKg4zsp8L._AC_SL1500_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6763da950f9eca0643c86dc2_71I%2BS1f3HnL._AC_SL1500_.jpg,lane-linen,egyptian-cotton; best-on-amazon; cotton-on-amazon; soft,"Unparalled Luxury, Durable, Silky Soft","Expensive, No Wrinkle Resistance",Egyptian Cotton,Very High,$90-$170,Very Good,1500,High,4.3/5,"Full, Queen, King, California King, Split King",Machine washable,7,Sateen,Yes,High,30-day return policy,Very Good,1,8.5,8.5,8.5,10,TRUE,Luxury Sateen Egyptian cotton sateen sheets.,,,139,,,Queen,https://amazon.com/dp/B0C9Y5FXS7?maas=maas_adg_api_577077718891125367_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_VF4mfGdwITTaxDt1kE&aa_adgroupid=lv_macHkvazBDV0uM2sbm&aa_creativeid=lv_lYp4GMA7jjQDODz3Le&m=A1I4V640HSOLK3,https://amazon.com/dp/B0C9Y5FXS7?maas=maas_adg_api_577077718891125367_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_VF4mfGdwITTaxDt1kE&aa_adgroupid=lv_6qmTgh9Y8aZqygITkG&aa_creativeid=lv_3XlLWLdhUDgXL3dCGV&m=A1I4V640HSOLK3,$94.42,1
Luxury Soft 1500 Premier Egyptian,elegant-comfort-luxury-soft-1500-premier-egyptian,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66a9e71622eab955bd138eee,TRUE,TRUE,Wed Jul 31 2024 07:26:14 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:34:47 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:39:14 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bfe0d00d76c88e3f2_66a9f8d578900824e6793515_34af41c7-042d-4d56-800e-60467ea7c100.__CR0%252C0%252C970%252C600_PT0_SX970_V1___%25201%2520(1).avif,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bfe0d00d76c88e3f6_66a9f8a13e89efeb112c863e_41g0skjdOGL._AC_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bfe0d00d76c88e40d_66a9f8a12a4cf2eb5b3c3b62_61yJYd9lMNL._AC_SL1476_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bfe0d00d76c88e412_66a9f8a19d373b9331643dc4_71sgySqLBgL._AC_SL1500_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bfe0d00d76c88e402_66a9f8a20c23d093b9541b00_81UV8jwav1L._AC_SL1500_.avif,elegant-comfort,egyptian-cotton; fitted-on-amazon; soft,"Soft, wrinkle-free, fade-resistant","Limited durability, May pill",Microfiber,Very High,$20-$30,Good,1500,Medium-High,4.5/5,"Twin, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",40,Microfiber,Yes,Moderate,30-day return policy,Good,7.8,8,7.5,8,7.5,TRUE,"Soft, affordable microfiber with high thread count",,,27,,https://www.amazon.com/Elegant-Comfort-Egyptian-4-Piece-Resistant/dp/B00AV4OGIC?dib=eyJ2IjoiMSJ9.sQbowPCFUlfO-J7fqcflzt1za1K6VEHaJ1Rmg3patjB0Rx2qPFX-cvVLrfYiK8BPImvGXuMiXRobxRnHJY_OxW1mhKY8qCqLpx3lP3aUxgGs2-FvehOrsg2oNcaDQ76Jyx_DZz8JrD7gUA_gaSDOyGLVVz10BZHsTbjufJzgeJ-wW0GkhQR87nnWmu3CZr3aB5I4KojLjpLlXJukgwmR6ezY-CoIjhdMBWPhOTskptOM2WyJplsRVGr0-4IrpvVStdin--FTfU7dTRCwrxWk6yM1gtEv4iT0qUzd-nR7gbc.JRQvOQ654NAtSo0TFCAITWaGRbSF6SSdFWXmWw2fcKQ&dib_tag=se&keywords=Top%2BRated%2BSheets&qid=1722407654&sr=8-6&th=1&linkCode=ll1&tag=aehp-20&linkId=f35c11f391820084936547189353c88b&language=en_US&ref_=as_li_ss_tl,,,,,
Lyocell Cotton Blend Washed Sheet Set,lyocell-cotton-blend-washed-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673ccc5c9d36f8c3d568ae81,TRUE,TRUE,Tue Nov 19 2024 17:35:24 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:29 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804697a0d03780a6dd974_673cc70db041390ada5cafc3_81WMR0XlxOL._AC_SL1500.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804697a0d03780a6dd969_673cc728b02d9b6a2820a9d2_71-prIZX-CL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804697a0d03780a6dd977_673cc729f55d45aada034cf9_818L3zoIdRL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804697a0d03780a6dd97a_673cc72b0727b02b003e3d15_81hQDZTdoyL._AC_SL1500.webp,bedsure,bed-sheets,"Blend of lyocell and cotton, likely soft and breathable",Potential higher price point,"Lyocell, Cotton",High,$74-$108,Very Good,Not specified,Good,4/5,"Queen, King",Machine washable,4,Not specified,Not specified,High,30-day return policy,Good,7.5,7,8,8,7,FALSE,"Soft, breathable lyocell-cotton blend washed sheets",HOMEPRINCIPLES,for 20% off,74,https://bedsurehome.com/products/bedsure-lyocell-cotton-blend-washed-sheet-set?ref=hp20&utm_source=GO&variant=41954748727398,,,,,,
Lyocell Cotton Sheet Set - Cooling Sheets,lyocell-cotton-sheet-set-cooling-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673cac093cf23582582e368e,FALSE,TRUE,Tue Nov 19 2024 15:17:29 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:30 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046b3bd5f4c3b1f93674_673ca84b0a66256a459eac0f_6b949ce02c616348b5640d6d7e8261d3_6882aa05-e8a9-4961-87b8-bdceb1ad7830%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046b3bd5f4c3b1f93670_673ca8007363eaf34dea88b0_7_ee04f785-29ed-4940-b936-312ae6aaa2ff.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046a3bd5f4c3b1f93665_673ca8035aa5c31eb16c375a_7_ccb25928-1683-468b-bb5e-4374e0cdbea0.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046b3bd5f4c3b1f93681_673ca82211accb2261920437_1_7607ee7c-e981-471e-abe9-0763f763c965.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046b3bd5f4c3b1f9367b_673ca82efda9693c1dd701c7_3_659a98f1-947e-4f20-8661-782c23af61c0.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046b3bd5f4c3b1f9368e_673ca83258245ace476effd6_4_afe0e543-5de8-4fc6-8484-1eb995c2509b.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046b3bd5f4c3b1f9367e_673ca83680be967a353e32ff_2_915a1aea-20c6-433e-b419-19c39121f6d0.webp,bedsure,hot-sleepers; bed-sheets,"Cooling properties, Extra Sturdy, Silky Texture:",Potential higher price point,"Lyocell, Cotton",High,$87-$94,Excellent,Not specified,Good,4.9/5,"Queen, King",Simply machine wash them in cold water on a gentle cycle,6,Not specified,Not specified,High,30-day return policy,Good,8,9,7,8,8,FALSE,Cooling lyocell-cotton blend sheets for comfortable sleep,HOMEPRINCIPLES,for 20% off,94,https://bedsurehome.com/products/bedsure-lyocell-cotton-sheet-set-cooling-sheets?ref=hp20&utm_source=GO&variant=40874378395750,,,,,,
Lyocell and Cotton Blend Sheet Set,lyocell-and-cotton-blend-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673cb64dd19d37e56787bb92,FALSE,TRUE,Tue Nov 19 2024 16:01:17 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:29 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046af32b8fbebe45edb9_673cb4dbd69270600c55308b_GreyKing-02%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046af32b8fbebe45eda2_673cb425d2e778e2b48463ce_GreyKing-03.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046af32b8fbebe45edb3_673cb428d052afb8633395a9_GreyKing-05.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046af32b8fbebe45edad_673cb42a8c553c043a97b54d_GreyKing-08.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046af32b8fbebe45ed9d_673cb42d004266664249358f_GreyKing-06.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046af32b8fbebe45edaa_673cb43015fe04e1ccd87967_GreyKing-01.jpeg,bedsure,hot-sleepers; bed-sheets,"Sustainable materials, soft texture, breathable","Potential higher price point, limited color options","Lyocell, Cotton",High,$92-$104,Excellent,Not specified,Good,3.8/5,"Queen, King","Machine wash cold, gentle cycle, tumble dry low",2,Not specified,Not specified,High,30-day return policy,Good,7.5,7,8,8,7,FALSE,Sustainable lyocell-cotton blend sheets remain dry and refreshed,HOMEPRINCIPLES,for 20% off,92,https://bedsurehome.com/products/lyocell-and-cotton-blend-sheet-set?ref=hp20&utm_source=GO&variant=41412845174886,,,,,,
